"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"9exNl2pOnIJBM2UcwQDzciuEGVmuXD+PggAyKC0kUo=","9exNl2pOnIJBM2UcwQDzciuEGVmuXD+PggAyKC0kUo=","9exNl2pOnIJBM2UcwQDzciuEGVmuXD+PggAyKC0kUo=","","“El arte y el amor son lo mismo: es el proceso de verse en cosas que no son ustedes”.","","33","66","2019-08-16","es"
"4PoX9WDmMZXzN2J1hfrZ8Rg36etLxKkIdNPlFNwuk=","4PoX9WDmMZXzN2J1hfrZ8Rg36etLxKkIdNPlFNwuk=","4PoX9WDmMZXzN2J1hfrZ8Rg36etLxKkIdNPlFNwuk=","","Enséñame a olvidar...

#FRENAAA Anti AMLO","","44","67","2020-06-04","en"
"jah7SLDoDbpcS8QJnpJV0KpQc9mMZPtcIKKwA5FptU=","jah7SLDoDbpcS8QJnpJV0KpQc9mMZPtcIKKwA5FptU=","jah7SLDoDbpcS8QJnpJV0KpQc9mMZPtcIKKwA5FptU=","","LA vida es un juego.🎮 
#FRENAAA","","120","209","2019-10-09","en"
"jBxCmYxJQa3s5ED4y+OBbwVLU3DPkgQ7OGaW3IrYDFQ=","jBxCmYxJQa3s5ED4y+OBbwVLU3DPkgQ7OGaW3IrYDFQ=","jBxCmYxJQa3s5ED4y+OBbwVLU3DPkgQ7OGaW3IrYDFQ=","","Deja que la vida te sorprenda.
Nunca plancho mi ropa.
Estudiante de Ingeniaria Industrial.
#RedAMLO #AMLOVER","","45","60","2020-06-10","en"
"fEG3Y8WbOCDf+crdqXLBb2EjfDJBWk3PjX+wel7KWA=","fEG3Y8WbOCDf+crdqXLBb2EjfDJBWk3PjX+wel7KWA=","fEG3Y8WbOCDf+crdqXLBb2EjfDJBWk3PjX+wel7KWA=","Chihuahua, México","Soy mexicano, mi familia es primero. Siempre espere este momento pues creo que mi país puede ser potencia con un líder como @AMLO #RedAMLOVE #RedAMLO","","104","165","2020-05-18","en"
"AXwpM5Ys2Ir50DCfQOCt2Z0OmHI4sZbSb5yQ4xO6zY=","AXwpM5Ys2Ir50DCfQOCt2Z0OmHI4sZbSb5yQ4xO6zY=","AXwpM5Ys2Ir50DCfQOCt2Z0OmHI4sZbSb5yQ4xO6zY=","Mexico, MD","Analizamos la corrupción a modo, elegimos los temas a conveniencia para buscar cómo atacar a los enemigos de @ClaudioXGG.","","12","20","2016-04-19","es"
"1FQwQOZdLX0SZIjwIs8LhagvgS0XpLrRHPQrykmkMTw=","1FQwQOZdLX0SZIjwIs8LhagvgS0XpLrRHPQrykmkMTw=","1FQwQOZdLX0SZIjwIs8LhagvgS0XpLrRHPQrykmkMTw=","","Quiero ser el amor de tu vida #20 #REDAMLO","","87","83","2020-06-03","en"
"G7e7Y+aM3hNe+S9X+xG7B78vPWcSflmVG1ivuCx4XQ=","G7e7Y+aM3hNe+S9X+xG7B78vPWcSflmVG1ivuCx4XQ=","G7e7Y+aM3hNe+S9X+xG7B78vPWcSflmVG1ivuCx4XQ=","Tabasco, México","¿Para qué vienes a twitter si no es para divertirte un rato? La vida es muy corta... no vale la pena estar enojado todo el tiempo. #disney #camerica","","26","59","2016-04-14","en"
"7x0FOeUBqVYPsveA6JRvQik6krsuRIyF9vpMEEyXqc=","7x0FOeUBqVYPsveA6JRvQik6krsuRIyF9vpMEEyXqc=","7x0FOeUBqVYPsveA6JRvQik6krsuRIyF9vpMEEyXqc=","CDMX","#LAE / No, Yo no estoy Feliz Feliz Feliz","","91","247","2019-12-11","en"
"YCZD6gnipSZ3LaBhBy9lWSFqHoBbcdg930qUc0r02T8=","YCZD6gnipSZ3LaBhBy9lWSFqHoBbcdg930qUc0r02T8=","YCZD6gnipSZ3LaBhBy9lWSFqHoBbcdg930qUc0r02T8=","","Galán de barrio, modelo de balneario. orgulloso de pertenecer a la #RedAMLO","","110","192","2019-08-12","en"
"kjx6ctVyHiPnHEJuHzwn42rnoRklM0E1bn6qiNC2suU=","kjx6ctVyHiPnHEJuHzwn42rnoRklM0E1bn6qiNC2suU=","kjx6ctVyHiPnHEJuHzwn42rnoRklM0E1bn6qiNC2suU=","","Ganando como siempre👽","","63","155","2019-12-24","en"
"L2i+Hn+T8R4uFbcI3KRSKWr5TDVYo1CWd4mts5yMkU=","L2i+Hn+T8R4uFbcI3KRSKWr5TDVYo1CWd4mts5yMkU=","L2i+Hn+T8R4uFbcI3KRSKWr5TDVYo1CWd4mts5yMkU=","","Goya!👊


#ProAMLO
#RedAMLO","","95","113","2019-10-30","en"
"vi8KhB4v3iUjD1D0czcuIp40RX18dYFoF1Dc9Q5nJBU=","vi8KhB4v3iUjD1D0czcuIp40RX18dYFoF1Dc9Q5nJBU=","vi8KhB4v3iUjD1D0czcuIp40RX18dYFoF1Dc9Q5nJBU=","Monclova ","Soy la princesa de mi papi 👸🏻andamo' en la jeepeta 🚗🔥","","100","118","2020-06-03","en"
"MgkGb7MoSSBAaw7PWxqX3iTr6CST47JnKjg3ahxb2w=","MgkGb7MoSSBAaw7PWxqX3iTr6CST47JnKjg3ahxb2w=","MgkGb7MoSSBAaw7PWxqX3iTr6CST47JnKjg3ahxb2w=","","Dímelo tú...","","38","122","2019-08-12","en"
"Bs3HdhrGnJlBlyFeHl59FekdBqqic2hzAgc4Pcr1ktE=","Bs3HdhrGnJlBlyFeHl59FekdBqqic2hzAgc4Pcr1ktE=","Bs3HdhrGnJlBlyFeHl59FekdBqqic2hzAgc4Pcr1ktE=","","No juzgue si no conoce.","","58","85","2020-11-08","en"
"pKkN8hCNqKcNoHTJyGHRjndnPpwBcCs+fYQetZaOEQ=","pKkN8hCNqKcNoHTJyGHRjndnPpwBcCs+fYQetZaOEQ=","pKkN8hCNqKcNoHTJyGHRjndnPpwBcCs+fYQetZaOEQ=","","No soy el del avatar... pero si su fan! Arre!
#AMLOLujoDePresidente","","94","87","2020-07-31","en"
"y52Bmi72EqlKENZmQIjp9avHZM+8vkL8PW7641h4k8=","y52Bmi72EqlKENZmQIjp9avHZM+8vkL8PW7641h4k8=","y52Bmi72EqlKENZmQIjp9avHZM+8vkL8PW7641h4k8=","","","","21","19","2020-07-16","en"
"VxlWU5IX+ICJX5sNUjgmuawsKpQSWeFcozPZLbYrs=","VxlWU5IX+ICJX5sNUjgmuawsKpQSWeFcozPZLbYrs=","VxlWU5IX+ICJX5sNUjgmuawsKpQSWeFcozPZLbYrs=","","#LAE / Yo no estoy Feliz Feliz Feliz","","84","121","2019-09-19","es"
"0VqkKK+pcRRvepK5C0tMxvscT280JF5jZNfMQTwmGUs=","0VqkKK+pcRRvepK5C0tMxvscT280JF5jZNfMQTwmGUs=","0VqkKK+pcRRvepK5C0tMxvscT280JF5jZNfMQTwmGUs=","","Si fueras música yo bailaría todos los días contigo | Amo la música | tocó el ukulele muy mal | No quiero que AMLO siga gobernando | #FRENAAA","","24","53","2020-07-22","en"
"Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es"
"ySn+imkeO1nqkohKWsNGflCPi5qz6UOFeuN734gBpmM=","ySn+imkeO1nqkohKWsNGflCPi5qz6UOFeuN734gBpmM=","ySn+imkeO1nqkohKWsNGflCPi5qz6UOFeuN734gBpmM=","Hipódromo Condesa, Cuauhtémoc","xxx","","24","78","2018-06-18","en"
"loETjNQ67g75SO1n8RysTDRDmYcEBx1I5FxafbfCA5M=","loETjNQ67g75SO1n8RysTDRDmYcEBx1I5FxafbfCA5M=","loETjNQ67g75SO1n8RysTDRDmYcEBx1I5FxafbfCA5M=","","Personalidades múltiples","","112","298","2019-08-15","en"
"z9ZEDDhfLY+olzoDCGNm91F0H5Gx4f0oQMxLTC+Jw=","z9ZEDDhfLY+olzoDCGNm91F0H5Gx4f0oQMxLTC+Jw=","z9ZEDDhfLY+olzoDCGNm91F0H5Gx4f0oQMxLTC+Jw=","Durango, México","Soy una guerrera de la vida y de izquierda #REDAMLO soy chaira y que ❤️","","152","226","2019-12-26","en"
"+zuazml9qplj0Mugk44btp2onOmiPb7c3cVG3FIM1zw=","+zuazml9qplj0Mugk44btp2onOmiPb7c3cVG3FIM1zw=","+zuazml9qplj0Mugk44btp2onOmiPb7c3cVG3FIM1zw=","Tampico","¿Qué tipo de chingadera se supone que tengo que escribir aqui? no jodan!","","20","30","2016-04-18","es"
"fFaVlqFVwomvpvOBw1JQ8SbQg7spVGALf+Dgu2A2F0=","fFaVlqFVwomvpvOBw1JQ8SbQg7spVGALf+Dgu2A2F0=","fFaVlqFVwomvpvOBw1JQ8SbQg7spVGALf+Dgu2A2F0=","","Soy así y ya.","","58","86","2020-11-08","en"
"Ms5kaNbamnKhhzje3ghg8kzuy3uqnVldPzDFPkxLU=","Ms5kaNbamnKhhzje3ghg8kzuy3uqnVldPzDFPkxLU=","Ms5kaNbamnKhhzje3ghg8kzuy3uqnVldPzDFPkxLU=","","Aquí no nos vienen a contar, aquí decimos la verdad.","","140","138","2019-08-22","en"
"RS5qWA2OeNWQaoz5Q4zzDej1AM9ct6GOhjI93+Gl55U=","RS5qWA2OeNWQaoz5Q4zzDej1AM9ct6GOhjI93+Gl55U=","RS5qWA2OeNWQaoz5Q4zzDej1AM9ct6GOhjI93+Gl55U=","","¿Ya le contaste que soy el amor de tu vida? 🖤 #AntiAMLO #FRENAAA #RENUNCIAAMLO","","144","178","2020-05-14","en"
"2if2is7hF4NWHt9vHIBpHmnUWOtlNZLifCiiVpMUGA=","2if2is7hF4NWHt9vHIBpHmnUWOtlNZLifCiiVpMUGA=","2if2is7hF4NWHt9vHIBpHmnUWOtlNZLifCiiVpMUGA=","","","","3","16","2019-10-08","en"
"YjlqAvvT0+6s+fb+naz8PYgZxDG9BysaL2SmcUxKb8k=","YjlqAvvT0+6s+fb+naz8PYgZxDG9BysaL2SmcUxKb8k=","YjlqAvvT0+6s+fb+naz8PYgZxDG9BysaL2SmcUxKb8k=","","Soy como una taza de café: Redonda por fuera y caliente por dentro","","162","219","2019-08-08","es"
"T6c4wSRG130ncwmtxSWO+cxDAZZcL+ABqmUnUW+2rTc=","T6c4wSRG130ncwmtxSWO+cxDAZZcL+ABqmUnUW+2rTc=","T6c4wSRG130ncwmtxSWO+cxDAZZcL+ABqmUnUW+2rTc=","","Amo el helado de chicle y el aroma a tierra mojada.

#SomosAmlovers
#RedAMLOvers
#RedAMLOVE
#RedAMLO
#4T💪🏻","","47","49","2020-07-17","en"
"hCdREFCOA+MP5YyIGCxTR2YWDKRt73I9ogSXRtkTQI=","hCdREFCOA+MP5YyIGCxTR2YWDKRt73I9ogSXRtkTQI=","hCdREFCOA+MP5YyIGCxTR2YWDKRt73I9ogSXRtkTQI=","Guasave, Sinaloa","🤠Siempre ando al 💯 compa. Vine a tw a decir todo lo que quiero y pienso. En Guasave tomamos botes bien fríos y nos caga AMLO #FRENAAA #AMLORenuncia","","125","194","2020-05-11","en"
"7r8xKEpG6ySIQRUS9PDlkdad3Yq+pJx00hbg0MFcE=","7r8xKEpG6ySIQRUS9PDlkdad3Yq+pJx00hbg0MFcE=","7r8xKEpG6ySIQRUS9PDlkdad3Yq+pJx00hbg0MFcE=","","La vida es así.","","3","26","2019-10-08","en"
"wk1uXjW6BXauA0c5yh84CAClKoVWRiFlFf4Vcnlg+uw=","wk1uXjW6BXauA0c5yh84CAClKoVWRiFlFf4Vcnlg+uw=","wk1uXjW6BXauA0c5yh84CAClKoVWRiFlFf4Vcnlg+uw=","Mazatlan","El que cuenta los chistes en las pedas.","","125","243","2019-08-09","en"
"VrAJn766niEDVZyCQW4YXoS8STwCqLlf1bTM1nJUWc=","VrAJn766niEDVZyCQW4YXoS8STwCqLlf1bTM1nJUWc=","VrAJn766niEDVZyCQW4YXoS8STwCqLlf1bTM1nJUWc=","","Tengo todo en la vida. Creo firmemente que #AMLO es la voz de la nueva generación #SomosAmlovers #RedAMLOvers #RedAMLOVE #RedAMLO #4T💪🏻🇲🇽","","121","152","2020-05-14","en"
"KUoQrUMYkggTZg7WSa7zu9hpD7EMiJfqFjdeDcAS7NU=","KUoQrUMYkggTZg7WSa7zu9hpD7EMiJfqFjdeDcAS7NU=","KUoQrUMYkggTZg7WSa7zu9hpD7EMiJfqFjdeDcAS7NU=","","","","115","151","2020-05-19","en"
"knilig9+2jIXmBSm9MCGb7gMC2gnAURqqXhEAsWHqeA=","knilig9+2jIXmBSm9MCGb7gMC2gnAURqqXhEAsWHqeA=","knilig9+2jIXmBSm9MCGb7gMC2gnAURqqXhEAsWHqeA=","","La chica nueva que siempre le habla a todos. #FRENAAA","","68","102","2020-05-14","en"
"PvaQak9UzWDkKwjDfq3o1H3wJ99Marsm63N05eq8XAs=","PvaQak9UzWDkKwjDfq3o1H3wJ99Marsm63N05eq8XAs=","PvaQak9UzWDkKwjDfq3o1H3wJ99Marsm63N05eq8XAs=","","Mamá, esposa, feliz, #RedAMLO, #RedAMLOVE, Es un honor estar con Obrador","","131","181","2019-09-19","es"
"H1EeK+DrXFRWGT6ksveK1PuH3X0Tjl45UdrQJW8eICk=","H1EeK+DrXFRWGT6ksveK1PuH3X0Tjl45UdrQJW8eICk=","H1EeK+DrXFRWGT6ksveK1PuH3X0Tjl45UdrQJW8eICk=","","Mi familia está primero","","60","84","2019-09-26","en"
"S6T6Ls9aR2AL6tC8aTO1DoBLrAfUfkc3yQSX0QNk8rM=","S6T6Ls9aR2AL6tC8aTO1DoBLrAfUfkc3yQSX0QNk8rM=","S6T6Ls9aR2AL6tC8aTO1DoBLrAfUfkc3yQSX0QNk8rM=","","De libre pensamiento, amante del feminismo, el jugo de uva es mi top.

#RedAMLO","","39","49","2020-07-17","en"
"LYAGHIJFNng3UfEP1pRvKuGLK0llzcELF19MFFq1q8Q=","LYAGHIJFNng3UfEP1pRvKuGLK0llzcELF19MFFq1q8Q=","LYAGHIJFNng3UfEP1pRvKuGLK0llzcELF19MFFq1q8Q=","","","","0","0","2019-12-13","en"
"X2At9GDpsX62RrIiRHyP86V9kMUHKjRi0tgEZ9pViTQ=","X2At9GDpsX62RrIiRHyP86V9kMUHKjRi0tgEZ9pViTQ=","X2At9GDpsX62RrIiRHyP86V9kMUHKjRi0tgEZ9pViTQ=","","Leer libros no te hace mejor, saber interpretarlos si","","152","218","2020-05-18","en"
"HUEGc5jRt5kpbaX+kfxkVi26jzRVxiF17iS2Jal+hdQ=","HUEGc5jRt5kpbaX+kfxkVi26jzRVxiF17iS2Jal+hdQ=","HUEGc5jRt5kpbaX+kfxkVi26jzRVxiF17iS2Jal+hdQ=","","¡Holi! #ProAMLO","","55","97","2020-11-08","en"
"6go+T93nkzt0yc5a2D6lYvoWnGdp5bNxM1oFCTzDAE=","6go+T93nkzt0yc5a2D6lYvoWnGdp5bNxM1oFCTzDAE=","6go+T93nkzt0yc5a2D6lYvoWnGdp5bNxM1oFCTzDAE=","","ola k ase? #RedAMLO","","86","114","2020-01-02","en"
"s1qg5aIrd0MACuew82YmP2afZ0l1mHn2eYH6bkYaGxM=","s1qg5aIrd0MACuew82YmP2afZ0l1mHn2eYH6bkYaGxM=","s1qg5aIrd0MACuew82YmP2afZ0l1mHn2eYH6bkYaGxM=","","Me gusta disfrutar de un buen elote.
#RedAmlo","","3","21","2020-04-07","en"
"b7INeasjovroSX97ZT9miDGo391SPetpkWaqjltrBI=","b7INeasjovroSX97ZT9miDGo391SPetpkWaqjltrBI=","b7INeasjovroSX97ZT9miDGo391SPetpkWaqjltrBI=","","Humor ácido garantizado...","","73","167","2019-08-06","en"
"n2ys3cIwg+gwKM9Na3lYBYZLBrOFDwFnfq4Et4MP3rE=","n2ys3cIwg+gwKM9Na3lYBYZLBrOFDwFnfq4Et4MP3rE=","n2ys3cIwg+gwKM9Na3lYBYZLBrOFDwFnfq4Et4MP3rE=","","Chairo de clóset | Activista Mexicano | Amig@ date cuenta de todos | Sígueme y te sigo.","","25","66","2019-08-13","en"
"+LfG+rwPpt30+f682H7e9SvNrgtiRnxjkYfP9dmsSyw=","+LfG+rwPpt30+f682H7e9SvNrgtiRnxjkYfP9dmsSyw=","+LfG+rwPpt30+f682H7e9SvNrgtiRnxjkYfP9dmsSyw=","","#REDAMLO #AMLOVERS #YOCONAMLO","","16","25","2020-12-16","en"
"90IXcTY2OHgAOUBQpY0dBXxJC8LwFJVt2nVuru3w21A=","90IXcTY2OHgAOUBQpY0dBXxJC8LwFJVt2nVuru3w21A=","90IXcTY2OHgAOUBQpY0dBXxJC8LwFJVt2nVuru3w21A=","","Aaaahh C mamó....","","63","150","2019-11-14","en"
"IA13m6ztLhlokBQIeV1JbPs6gnVJ1OAycwUOy9IY61Y=","IA13m6ztLhlokBQIeV1JbPs6gnVJ1OAycwUOy9IY61Y=","IA13m6ztLhlokBQIeV1JbPs6gnVJ1OAycwUOy9IY61Y=","Ciudadano del mundo","""Hay gente que detesta lo que hago y gente a la que le encanta. No hay nada que pueda hacer yo. Tengo que aceptarlo.""","","16","65","2016-04-14","en"
"JqUymp4bRaxfE4a0hPtLgqRH9dyI85MkRlF5MJmyAO0=","JqUymp4bRaxfE4a0hPtLgqRH9dyI85MkRlF5MJmyAO0=","JqUymp4bRaxfE4a0hPtLgqRH9dyI85MkRlF5MJmyAO0=","","Orgulloso de ser parte del cambio  #RedAMLO","","100","126","2019-10-29","en"
"VsJgoECiEX9T9dyAouaHvRfhjq4LwPwcEGBx9OJnEA=","VsJgoECiEX9T9dyAouaHvRfhjq4LwPwcEGBx9OJnEA=","VsJgoECiEX9T9dyAouaHvRfhjq4LwPwcEGBx9OJnEA=","Mazatlán ","Soy el tío que les va a jalar las orejas... Del morado desde la cuna, bueno, desde la adopción. 

¡Un chingo de historia por escribir... Arre!","","21","128","2020-07-02","es"
"IHo76SzLWvOvo07fqRrA1KkUOHEUe1KwBvRwiJdhMeg=","IHo76SzLWvOvo07fqRrA1KkUOHEUe1KwBvRwiJdhMeg=","IHo76SzLWvOvo07fqRrA1KkUOHEUe1KwBvRwiJdhMeg=","","Yo aquí, bien Agustín Lara.","","83","104","2019-10-29","en"
"YVRCa5d+E8HpSTHmrN6HDPH4TCJ9zQlyMgk2DUUH1s=","YVRCa5d+E8HpSTHmrN6HDPH4TCJ9zQlyMgk2DUUH1s=","YVRCa5d+E8HpSTHmrN6HDPH4TCJ9zQlyMgk2DUUH1s=","Baja California Sur, México","A veces quisiera dejarlo todo y convertirme en un guapo multimillonario. Creo en el verdadero cambio #RedAMLOver ❌ No defensores de #Fecal","","97","188","2019-12-13","en"
"Zb8srv5quIY2+kVZrzD3Ap70GjNH5KWqj3S8ccIaE=","Zb8srv5quIY2+kVZrzD3Ap70GjNH5KWqj3S8ccIaE=","Zb8srv5quIY2+kVZrzD3Ap70GjNH5KWqj3S8ccIaE=","Ciudad de México","Ando bien loco ☠️👾👽🤡
#REDAMLO #AMLOVER","","3","29","2020-12-29","en"
"ydZ518x1EJiWFZm4oSFqFjU5h0QVmdGhya6EUDT7A=","ydZ518x1EJiWFZm4oSFqFjU5h0QVmdGhya6EUDT7A=","ydZ518x1EJiWFZm4oSFqFjU5h0QVmdGhya6EUDT7A=","","La secretaría Mexiana de Otros Datos está al servicio de la comunidad y de AMLO (principalmente).","","331","280","2019-08-14","es"
"4pKszidakYOpEYmKGGvMxbF2mWMxKPOd7XIDOf9ro=","4pKszidakYOpEYmKGGvMxbF2mWMxKPOd7XIDOf9ro=","4pKszidakYOpEYmKGGvMxbF2mWMxKPOd7XIDOf9ro=","","Yo sí confío en mi presidente #AMLOLujoDePresidente","","71","88","2020-05-19","en"
"JLK0ZaD2r2y1S+lHqpDqqCOp6Io+gL2SmAKZWTdmZM=","JLK0ZaD2r2y1S+lHqpDqqCOp6Io+gL2SmAKZWTdmZM=","JLK0ZaD2r2y1S+lHqpDqqCOp6Io+gL2SmAKZWTdmZM=","","🏀🔥#SeeRed #Bulls #BullsNation #FRENAAA #Mx","","25","44","2020-07-06","en"
"BB7QHzwd7zTSrToGI1psScJYEheWBIwW9kiGhJG2yA=","BB7QHzwd7zTSrToGI1psScJYEheWBIwW9kiGhJG2yA=","BB7QHzwd7zTSrToGI1psScJYEheWBIwW9kiGhJG2yA=","","Ser mamá es el mejor regalo que Dios me ha dado...","","0","8","2019-08-05","en"
"fouN2+Ebrx3FM6VRPjIn0cTerz2Ui8zADS+p0bQHtMU=","fouN2+Ebrx3FM6VRPjIn0cTerz2Ui8zADS+p0bQHtMU=","fouN2+Ebrx3FM6VRPjIn0cTerz2Ui8zADS+p0bQHtMU=","","Poeta y Músico. Introvertido.

#RedAMLO","","65","69","2020-06-09","en"
"i+U8ADMS9v+uzhyqAqPYBHZpbMT9uk00fAGY8020vo=","i+U8ADMS9v+uzhyqAqPYBHZpbMT9uk00fAGY8020vo=","i+U8ADMS9v+uzhyqAqPYBHZpbMT9uk00fAGY8020vo=","Saltillo","#Abogado 👔💼🕶 #EaglesPhill🏈🦅 #Mexicano 🇲🇽#FRENAAA","","30","87","2020-07-06","en"
"gm7qa1oHGQPHN4XxLO2gi1qNvwj2lqQ5JhR1kTc8Y4=","gm7qa1oHGQPHN4XxLO2gi1qNvwj2lqQ5JhR1kTc8Y4=","gm7qa1oHGQPHN4XxLO2gi1qNvwj2lqQ5JhR1kTc8Y4=","Culiacan, Sinaloa","Soy amante del #motocross, mi familia y mi perro. Siempre #tomateros #FRENAAA #AntiAmlo","","25","24","2020-08-05","en"
"Hz9jr2Ktlz2t9zBJSi8C68NSLdudsdsmU4jDjXO5M=","Hz9jr2Ktlz2t9zBJSi8C68NSLdudsdsmU4jDjXO5M=","Hz9jr2Ktlz2t9zBJSi8C68NSLdudsdsmU4jDjXO5M=","","El cambio es posible.","","96","136","2019-10-29","en"
"5UtyjsrLbhVJxOsD7iPXSUtirdOxUToHoPRvJ2LKE1U=","5UtyjsrLbhVJxOsD7iPXSUtirdOxUToHoPRvJ2LKE1U=","5UtyjsrLbhVJxOsD7iPXSUtirdOxUToHoPRvJ2LKE1U=","Xochimilco México","Ódiame más.😎

#RedAMLO","","184","276","2019-07-28","es"
"uJxBhberiraxNTd4Gn3XfUnKA58aBxzhvKY5v2c2t+Y=","uJxBhberiraxNTd4Gn3XfUnKA58aBxzhvKY5v2c2t+Y=","uJxBhberiraxNTd4Gn3XfUnKA58aBxzhvKY5v2c2t+Y=","","No se qué hago con mi vida, pero aquí sigo.  #FRENAAA","","106","124","2020-05-19","en"
"r8z0MguveXFMe79t2HUTPtV7Wn3BEMwjOcxDAPKkQY=","r8z0MguveXFMe79t2HUTPtV7Wn3BEMwjOcxDAPKkQY=","r8z0MguveXFMe79t2HUTPtV7Wn3BEMwjOcxDAPKkQY=","Sinaloa, México","Tener siempre la razón a veces me trae problemas. #AMLONOESTASSOLO #REDAMLO 🇲🇽","","165","234","2020-04-07","en"
"s4ndPfdk3dga7BRDv6VYw4iRIOcmB7Ul6iYCD0w4ocQ=","s4ndPfdk3dga7BRDv6VYw4iRIOcmB7Ul6iYCD0w4ocQ=","s4ndPfdk3dga7BRDv6VYw4iRIOcmB7Ul6iYCD0w4ocQ=","zacatecas","#americanista #chef amante de la F1. #ferrari #abogado","","25","40","2016-04-18","es"
