Native Domain,Extension,TLD Type,Country,Registration Date,Last Change,Expiration Date,Registered,Registrar,Domain Lock,Domain Status,DNSSEC,Root # A Records,Root A,Root # AAAA Records,Root AAAA,Root # MX Records,Root MX,ROOT # TXT RECORDS,ROOT TXT,SPF,DMARC,WWW # A Records,WWW A,WWW CNAME,Nameservers,SSL Root Active,SSL Root Provider,SSL Root Expires,SSL Root Other Names,SSL WWW Active,SSL WWW Provider,SSL WWW Expires,SSL WWW Other Names,Root HTTP Code,Has Root URLF?,Root URLF Type,Root resolves to,Root Page Title,WWW HTTP Code,Has WWW URLF?,WWW URLF Type,WWW resolves to,WWW Page Title,Registrant Email,Registrant Name,Registrant Org,Registrant Address,Registrant City,Registrant Province,Registrant Postal,Registrant Country,Registrant Phone,Admin Email,Admin Name,Admin Org,Tech Email,Tech Name,Tech Org
alleghenyhighlandstoday.com,com,core,gTLD,2019-09-04T20:54:32+00:00,2019-10-24T09:05:28+00:00,2020-09-04T20:54:32+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.212.144.110,alleghenyhighlandstoday.com.,"ns-117.awsdns-14.com.,ns-1455.awsdns-53.org.,ns-1711.awsdns-21.co.uk.,ns-694.awsdns-22.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"alleghenyhighlandstoday.com,www.alleghenyhighlandstoday.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"alleghenyhighlandstoday.com,www.alleghenyhighlandstoday.com",200,TRUE,301,https://alleghenyhighlandstoday.com/,Allegheny Highlands Today,200,TRUE,301,https://alleghenyhighlandstoday.com/,Allegheny Highlands Today,alleghenyhighlandstoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,alleghenyhighlandstoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",alleghenyhighlandstoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
almastandard.com,com,core,gTLD,2017-06-28T20:38:05+00:00,2019-06-29T15:52:40+00:00,2020-06-28T20:38:05+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,34.200.186.167,,,2,"10 mx.zoho.com.,20 mx2.zoho.com.",1,v=spf1 include:zoho.com ~all,v=spf1 include:zoho.com ~all,,1,34.200.186.167,almastandard.com.,"ns-1035.awsdns-01.org.,ns-1823.awsdns-35.co.uk.,ns-404.awsdns-50.com.,ns-969.awsdns-57.net.",TRUE,Sectigo Limited,2020-10-17T23:59:59+00:00,"almastandard.com,www.almastandard.com",TRUE,Sectigo Limited,2020-10-17T23:59:59+00:00,"almastandard.com,www.almastandard.com",200,TRUE,301,https://almastandard.com/,Alma Standard,200,TRUE,301,https://almastandard.com/,Alma Standard,,,,,,,,,,,,,,,
amarillogazette.com,com,core,gTLD,2019-08-30T15:05:25+00:00,2019-10-24T09:06:00+00:00,2020-08-30T15:05:25+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.213.234.4,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.213.234.4,amarillogazette.com.,"ns-1185.awsdns-20.org.,ns-1755.awsdns-27.co.uk.,ns-442.awsdns-55.com.,ns-683.awsdns-21.net.",TRUE,Sectigo Limited,2021-01-14T23:59:59+00:00,"amarillogazette.com,www.amarillogazette.com",TRUE,Sectigo Limited,2021-01-14T23:59:59+00:00,"amarillogazette.com,www.amarillogazette.com",200,TRUE,301,https://amarillogazette.com/,Amarillo Gazette,200,TRUE,301,https://amarillogazette.com/,Amarillo Gazette,amarillogazette.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,amarillogazette.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",amarillogazette.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
amestoday.com,com,core,gTLD,2019-06-30T20:46:10+00:00,2019-08-27T11:15:51+00:00,2020-06-30T20:46:10+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.224.13.68,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.224.13.68,amestoday.com.,"ns-1065.awsdns-05.org.,ns-1602.awsdns-08.co.uk.,ns-242.awsdns-30.com.,ns-850.awsdns-42.net.",TRUE,Sectigo Limited,2020-09-18T23:59:59+00:00,"amestoday.com,www.amestoday.com",TRUE,Sectigo Limited,2020-09-18T23:59:59+00:00,"amestoday.com,www.amestoday.com",200,TRUE,301,https://amestoday.com/,Ames Today,200,TRUE,301,https://amestoday.com/,Ames Today,amestoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,amestoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",amestoday.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
andersonreporter.com,com,core,gTLD,2019-09-05T20:13:48+00:00,2019-10-24T09:06:23+00:00,2020-09-05T20:13:48+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.218.216.245,andersonreporter.com.,"ns-1130.awsdns-13.org.,ns-1808.awsdns-34.co.uk.,ns-24.awsdns-03.com.,ns-699.awsdns-23.net.",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"andersonreporter.com,www.andersonreporter.com",TRUE,Sectigo Limited,2021-03-02T23:59:59+00:00,"andersonreporter.com,www.andersonreporter.com",200,TRUE,301,https://andersonreporter.com/,Anderson Reporter,200,TRUE,301,https://andersonreporter.com/,Anderson Reporter,andersonreporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,andersonreporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",andersonreporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
ankenyguide.com,com,core,gTLD,2019-01-15T17:58:29+00:00,2020-01-17T13:45:03+00:00,2021-01-15T17:58:29+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,34.194.209.70,,,,,,,,,1,34.194.209.70,ankenyguide.com.,"ns-1241.awsdns-27.org.,ns-1692.awsdns-19.co.uk.,ns-90.awsdns-11.com.,ns-916.awsdns-50.net.",TRUE,Sectigo Limited,2021-01-23T23:59:59+00:00,"ankenyguide.com,www.ankenyguide.com",TRUE,Sectigo Limited,2021-01-23T23:59:59+00:00,"ankenyguide.com,www.ankenyguide.com",200,TRUE,301,https://ankenyguide.com/,Ankeny Guide,200,TRUE,301,https://ankenyguide.com/,Ankeny Guide,,,,,,,,,,,,,,,
annarbortimes.com,com,core,gTLD,2019-06-30T20:46:07+00:00,2019-08-27T11:19:53+00:00,2020-06-30T20:46:07+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.218.216.245,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.218.216.245,annarbortimes.com.,"ns-1419.awsdns-49.org.,ns-1854.awsdns-39.co.uk.,ns-50.awsdns-06.com.,ns-938.awsdns-53.net.",TRUE,Sectigo Limited,2020-09-04T23:59:59+00:00,"annarbortimes.com,www.annarbortimes.com",TRUE,Sectigo Limited,2020-09-04T23:59:59+00:00,"annarbortimes.com,www.annarbortimes.com",200,TRUE,301,https://annarbortimes.com/,Ann Arbor Times,200,TRUE,301,https://annarbortimes.com/,Ann Arbor Times,annarbortimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,annarbortimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",annarbortimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
annearundeltoday.com,com,core,gTLD,2018-04-04T21:46:08+00:00,2020-03-17T00:41:18+00:00,2020-04-04T21:46:08+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,35.170.88.147,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",1,v=spf1 include:_spf.google.com ~all,v=spf1 include:_spf.google.com ~all,,1,35.170.88.147,annearundeltoday.com.,"ns-1277.awsdns-31.org.,ns-1657.awsdns-15.co.uk.,ns-44.awsdns-05.com.,ns-891.awsdns-47.net.",TRUE,Sectigo Limited,2020-05-06T23:59:59+00:00,"annearundeltoday.com,www.annearundeltoday.com",TRUE,Sectigo Limited,2020-05-06T23:59:59+00:00,"annearundeltoday.com,www.annearundeltoday.com",200,TRUE,301,https://annearundeltoday.com/,Anne Arundel Today,200,TRUE,301,https://annearundeltoday.com/,Anne Arundel Today,,,,,,,,,,,,,,,
anokatimes.com,com,core,gTLD,2019-07-03T17:53:30+00:00,2019-08-27T11:20:16+00:00,2020-07-03T17:53:30+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.224.13.68,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.",,,,,1,3.224.13.68,anokatimes.com.,"ns-1505.awsdns-60.org.,ns-1777.awsdns-30.co.uk.,ns-263.awsdns-32.com.,ns-564.awsdns-06.net.",TRUE,Sectigo Limited,2020-09-18T23:59:59+00:00,"anokatimes.com,www.anokatimes.com",TRUE,Sectigo Limited,2020-09-18T23:59:59+00:00,"anokatimes.com,www.anokatimes.com",200,TRUE,301,https://anokatimes.com/,Anoka Times,200,TRUE,301,https://anokatimes.com/,Anoka Times,anokatimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,anokatimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",anokatimes.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
arbusinessdaily.com,com,core,gTLD,2018-02-16T20:34:31+00:00,2020-02-17T15:40:09+00:00,2021-02-16T20:34:31+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,34.234.42.207,,,5,"1 aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",1,v=spf1 include:_spf.google.com ~all,v=spf1 include:_spf.google.com ~all,,1,34.234.42.207,arbusinessdaily.com.,"ns-1098.awsdns-09.org.,ns-1963.awsdns-53.co.uk.,ns-382.awsdns-47.com.,ns-560.awsdns-06.net.",TRUE,Sectigo Limited,2020-08-01T23:59:59+00:00,"arbusinessdaily.com,www.arbusinessdaily.com",TRUE,Sectigo Limited,2020-08-01T23:59:59+00:00,"arbusinessdaily.com,www.arbusinessdaily.com",200,TRUE,301,https://arbusinessdaily.com/,Arkansas Business Daily,200,TRUE,301,https://arbusinessdaily.com/,Arkansas Business Daily,,,,,,,,,,,,,,,
ashevillereporter.com,com,core,gTLD,2019-06-30T20:46:03+00:00,2019-08-27T11:20:28+00:00,2020-06-30T20:46:03+00:00,TRUE,"GoDaddy.com, LLC",TRUE,"clientDeleteProhibited,clientRenewProhibited,clientTransferProhibited,clientUpdateProhibited",,1,3.212.144.110,,,5,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.",,,,,1,3.212.144.110,ashevillereporter.com.,"ns-1068.awsdns-05.org.,ns-1641.awsdns-13.co.uk.,ns-458.awsdns-57.com.,ns-670.awsdns-19.net.",TRUE,Sectigo Limited,2020-09-17T23:59:59+00:00,"ashevillereporter.com,www.ashevillereporter.com",TRUE,Sectigo Limited,2020-09-17T23:59:59+00:00,"ashevillereporter.com,www.ashevillereporter.com",200,TRUE,301,https://ashevillereporter.com/,Asheville Reporter,200,TRUE,301,https://ashevillereporter.com/,Asheville Reporter,ashevillereporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",DomainsByProxy.com,Scottsdale,Arizona,85260,US,1.48062426,ashevillereporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC",ashevillereporter.com@domainsbyproxy.com,Registration Private,"Domains By Proxy, LLC"
