"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=","EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=","EsS3JcQXKnBmuXL1ZCV16F0PC5o59AvX+8sUl1INcQ8=","Central African Republic","Radio centrafricaine LENGO SONGO","https://t.co/NtRdbhnPWf","977","329","2019-05-25","fr"
"Kms+x6qFsjBkCSCWZdXRU0wEul1HVMpX2nTRl8S2+IY=","Kms+x6qFsjBkCSCWZdXRU0wEul1HVMpX2nTRl8S2+IY=","Kms+x6qFsjBkCSCWZdXRU0wEul1HVMpX2nTRl8S2+IY=","Tripoli","بنت ليبيا الجيش والكرامة، قلبي لا ينبض إلا لليبيا 🇱🇾","","2792","2005","2020-02-17","en"
"rbD9z8O1rqoxsVcY74nXhJx23Ac9OPS0Kv7oV+O9wfw=","rbD9z8O1rqoxsVcY74nXhJx23Ac9OPS0Kv7oV+O9wfw=","rbD9z8O1rqoxsVcY74nXhJx23Ac9OPS0Kv7oV+O9wfw=","","","","0","0","2018-12-08","en"
"PYrPw9ir2z6H5ZLtLzUCSgrUteE2A+rtA05goXxXb0s=","PYrPw9ir2z6H5ZLtLzUCSgrUteE2A+rtA05goXxXb0s=","PYrPw9ir2z6H5ZLtLzUCSgrUteE2A+rtA05goXxXb0s=","Centrafrique","Directeur de Publication du site web Ndjoni Sango, et Responsable du blog Centrafrique Arts Culture.","https://t.co/ns8XdhwuCM","2001","620","2013-01-23","fr"
"k67xbLRsLJyAVjTJOZI9QmmdPzOUCU1vWrg1ZFbRa8=","k67xbLRsLJyAVjTJOZI9QmmdPzOUCU1vWrg1ZFbRa8=","k67xbLRsLJyAVjTJOZI9QmmdPzOUCU1vWrg1ZFbRa8=","","geek 🖥, memes addict, don't mind me.
grammar is not my thing oops
syrian by blood, heart and mind 🇸🇾","","1548","1646","2019-11-08","en"
"OOk2kUVK1bmHKHqYS+TT4TjH2N3bbj63aAYPPMTiQ=","OOk2kUVK1bmHKHqYS+TT4TjH2N3bbj63aAYPPMTiQ=","OOk2kUVK1bmHKHqYS+TT4TjH2N3bbj63aAYPPMTiQ=","Paris ","Si tu n'as rien à dire, tais-toi. C'est facile. Il est plus compliqué de se taire quand il y a beaucoup de idées.","","163","423","2019-11-19","fr"
"Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Uc1iIo5iOu1wFZlGe0GlzSIi7hyi8wPV8TCKNEQmus=","Paris","Si vous me demandez il est où ma maison, je vous réponds Pangui (Paris+Bangui) 🇨🇫 🇫🇷 Master Politique transnationale / Paris 8","","836","1035","2019-11-18","fr"
"brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=","brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=","brqjyY8nPHk6NkzCZLiOvb2e3GuzLnwvO0eWWLJBC68=","","Your local Afrikan news junkie","","4763","4901","2019-08-26","en"
"9ScyPL0gShy1OdaYvnK7+VKIor4Vwb1DPJN9FRNdsI=","9ScyPL0gShy1OdaYvnK7+VKIor4Vwb1DPJN9FRNdsI=","9ScyPL0gShy1OdaYvnK7+VKIor4Vwb1DPJN9FRNdsI=","","","","0","1","2020-10-05","en"
"weNsvCUnIEfC3xesGDRSZe0VHe4kz0v2uxF972EK3o4=","weNsvCUnIEfC3xesGDRSZe0VHe4kz0v2uxF972EK3o4=","weNsvCUnIEfC3xesGDRSZe0VHe4kz0v2uxF972EK3o4=","","","","1","52","2020-02-05","en"
"XW59eijKTzMtQkDKSSGEdqcUZXn8u7ZyejiSKOL+ecI=","XW59eijKTzMtQkDKSSGEdqcUZXn8u7ZyejiSKOL+ecI=","XW59eijKTzMtQkDKSSGEdqcUZXn8u7ZyejiSKOL+ecI=","","IT practitioner, Entrepreneur","","36","217","2017-03-10","en"
"r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","r69kGNjtBCQOQc8nW3IJvAk3X9bDkldxiFev+MZNH4=","Harare, Zimbabwe","I'm an aspiring blogger from Zimbabwe🇿🇼. Uncovering the beauty and true potential of my homeland🙏","","3141","1670","2019-06-19","en"
"txqdvZiNCVBYIYJUKmgJocdvGjiVWx7oUgTQIzDVK+g=","txqdvZiNCVBYIYJUKmgJocdvGjiVWx7oUgTQIzDVK+g=","txqdvZiNCVBYIYJUKmgJocdvGjiVWx7oUgTQIzDVK+g=","","","","3","29","2020-10-14","en"
"1196760203896795137","Central African Reporter","ReporterCentral","Central African Republic","🇨🇫🗞️ Sharing news from Central African Republic 
🇨🇫📰 Partager les nouvelles de la République Centrafricaine","","5580","4626","2019-11-19","en"
"hlcL1xramSEg3QD+vcCfnGsM4JcXCnv0n56t5pEpr8=","hlcL1xramSEg3QD+vcCfnGsM4JcXCnv0n56t5pEpr8=","hlcL1xramSEg3QD+vcCfnGsM4JcXCnv0n56t5pEpr8=","République centrafricaine","Je fais mon blog || je viens de #RCA 🇨🇫 || je suis fan de l'Équipe nationale de ⚽️ || Le plus important c'est la paix 🙏🏻","","1269","1156","2019-07-03","fr"
"2HzIia+EM+g7pp9WzNCCnBpJAZIfUWUTQjptkkaXC+Y=","2HzIia+EM+g7pp9WzNCCnBpJAZIfUWUTQjptkkaXC+Y=","2HzIia+EM+g7pp9WzNCCnBpJAZIfUWUTQjptkkaXC+Y=","","","","0","0","2018-07-23","en"
"bNO7ey5HADuZDOHck3BjCy4ICubjYqkOmmTJZ+C2po4=","bNO7ey5HADuZDOHck3BjCy4ICubjYqkOmmTJZ+C2po4=","bNO7ey5HADuZDOHck3BjCy4ICubjYqkOmmTJZ+C2po4=","Kinshasa","Le plus grand bien d'un homme est sa patrie. Fier d'être Congolais. 🇨🇩","","222","397","2019-11-18","en"
"x+YPq3aDYwDkEfIgH531TYWwx0+hWFO3XPrR2rBYcqA=","x+YPq3aDYwDkEfIgH531TYWwx0+hWFO3XPrR2rBYcqA=","x+YPq3aDYwDkEfIgH531TYWwx0+hWFO3XPrR2rBYcqA=","دمشق","إذا رَأيْـتَ نُيُـوبَ اللّيْـثِ بـارِزَةً     فَـلا تَظُـنّـنّ أنّ اللّيْـثَ يَبْتَسِـمُ","","22","25","2019-12-26","en"
"LDjuNho5LvXsnIKVRghaCtUQZWPPW7yO3U6fJ55po=","LDjuNho5LvXsnIKVRghaCtUQZWPPW7yO3U6fJ55po=","LDjuNho5LvXsnIKVRghaCtUQZWPPW7yO3U6fJ55po=","Khartoum","Sarcastic reality of my country","","1760","2126","2019-11-18","en"
"QfHsWu0gMUdhB5YjAUVDoD9lx7QFvDRje6G7YigUVE4=","QfHsWu0gMUdhB5YjAUVDoD9lx7QFvDRje6G7YigUVE4=","QfHsWu0gMUdhB5YjAUVDoD9lx7QFvDRje6G7YigUVE4=","Tripoli, Libya","","","73","85","2020-02-03","en"
"MCujcunxFQdqKGP45oM4JjNPtdPjv7mpkh4UnNVz0M=","MCujcunxFQdqKGP45oM4JjNPtdPjv7mpkh4UnNVz0M=","MCujcunxFQdqKGP45oM4JjNPtdPjv7mpkh4UnNVz0M=","","","","71","218","2019-06-26","ru"
"pfvkod3V6dXppwrPrVwjEEtT74Ny7k0VikIGbe6HdWs=","pfvkod3V6dXppwrPrVwjEEtT74Ny7k0VikIGbe6HdWs=","pfvkod3V6dXppwrPrVwjEEtT74Ny7k0VikIGbe6HdWs=","","","","20","38","2017-07-12","en"
"mtjcwNE8BCM47JTo7Tz9WNqN3e7PqCmY4YAp7Ggj2oc=","mtjcwNE8BCM47JTo7Tz9WNqN3e7PqCmY4YAp7Ggj2oc=","mtjcwNE8BCM47JTo7Tz9WNqN3e7PqCmY4YAp7Ggj2oc=","","Je m’appelle Joseph Bendounga, je suis président du parti centrafricain MDREC et ancien maire de Bangui. Notre partie lutte pour la démocratie en RCA","","27","11","2019-12-06","en"
"Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Ct4B012M22Y6RN1iDdtpoBJNMIhLhTGXvC821LpbBU=","Kingdom of Saudi Arabia","I used to love my old twitter account, then everyone from work found me. This is my new account 😫
Stay private, keep them guessing.....!!","","435","4717","2013-09-13","en"
"2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","2n502dWt0IYpFTpgH9KfUxJBEETXDBUXSmaSjIt9Ds=","Moçambique","I'm from Pemba. Peace and prosperity of Mozambique is my biggest dream! 🙏🏽

Paz e harmonia: eis a verdadeira riqueza da Nação.","","937","979","2019-09-16","en"
"4pqi16KhRBdHy7odYtgRO8wdCwehWoxZWGfMxRpqDqI=","4pqi16KhRBdHy7odYtgRO8wdCwehWoxZWGfMxRpqDqI=","4pqi16KhRBdHy7odYtgRO8wdCwehWoxZWGfMxRpqDqI=","","cool","","2","26","2020-09-29","en"
"1ZTJpBb+glGyJNc7jBnjcv+QFkk6HVGSGTZUaR3xHE=","1ZTJpBb+glGyJNc7jBnjcv+QFkk6HVGSGTZUaR3xHE=","1ZTJpBb+glGyJNc7jBnjcv+QFkk6HVGSGTZUaR3xHE=","Khartoum","Sudanese🇸🇩|journalist✍️|father👨‍👧‍👦

During tough times, telling the truth is important!","","510","759","2019-11-13","en"
"cwRjg3nOBDFVJA7i5r64223mY4CECaEbxBZsYhnhOjM=","cwRjg3nOBDFVJA7i5r64223mY4CECaEbxBZsYhnhOjM=","cwRjg3nOBDFVJA7i5r64223mY4CECaEbxBZsYhnhOjM=","","A Pharmacist to be 💊  
21, born in Nawa  🇸🇾","","3357","3308","2019-11-06","en"
"3ByF6SpLtKH2vQHoDqU1tSsBi1xHho7uo4JSotlZipw=","3ByF6SpLtKH2vQHoDqU1tSsBi1xHho7uo4JSotlZipw=","3ByF6SpLtKH2vQHoDqU1tSsBi1xHho7uo4JSotlZipw=","Democratic Republic of the Con","La belle cage ne nourrit pas","","231","492","2019-11-13","fr"
"F05zyhmf5zjcBKHB1v3qH1MWcwhc0qj4YhEnEPEuU0=","F05zyhmf5zjcBKHB1v3qH1MWcwhc0qj4YhEnEPEuU0=","F05zyhmf5zjcBKHB1v3qH1MWcwhc0qj4YhEnEPEuU0=","","","","32","2086","2012-09-20","en"
"BDSxIfMzwxjyRWEO69yhFaTBVS80QCb6SBPcdAoJI=","BDSxIfMzwxjyRWEO69yhFaTBVS80QCb6SBPcdAoJI=","BDSxIfMzwxjyRWEO69yhFaTBVS80QCb6SBPcdAoJI=","","Peace for #Syria is my biggest dream 🇸🇾❤","","4433","2928","2019-11-06","en"
"hfoBv+0DXDstFwMHL8AyxtVx8gFzaOS6qtXjuzoEVE=","hfoBv+0DXDstFwMHL8AyxtVx8gFzaOS6qtXjuzoEVE=","hfoBv+0DXDstFwMHL8AyxtVx8gFzaOS6qtXjuzoEVE=","","","","59","4686","2018-12-13","en"
"an9FdAbwnkxIGxridQwd0NLZB2FLuVwsUDNYvBbHJMA=","an9FdAbwnkxIGxridQwd0NLZB2FLuVwsUDNYvBbHJMA=","an9FdAbwnkxIGxridQwd0NLZB2FLuVwsUDNYvBbHJMA=","","","","3","40","2017-09-22","en"
"SqrBNP9SJI5+jQIbfEbj8VGVJJ+xjpzk+O7CYT6DDI=","SqrBNP9SJI5+jQIbfEbj8VGVJJ+xjpzk+O7CYT6DDI=","SqrBNP9SJI5+jQIbfEbj8VGVJJ+xjpzk+O7CYT6DDI=","","","","44","1080","2020-06-30","en"
"VomM3DmMZZU0AUSM+0M4hifYio4NkCUAgQQF0Fd93E=","VomM3DmMZZU0AUSM+0M4hifYio4NkCUAgQQF0Fd93E=","VomM3DmMZZU0AUSM+0M4hifYio4NkCUAgQQF0Fd93E=","","Free-thinking person. Traveler.","","76","246","2019-06-24","en"
"V01zSVRVpJTVH2+V1kf5DDWwSZYrinYbnp2njQreMQ=","V01zSVRVpJTVH2+V1kf5DDWwSZYrinYbnp2njQreMQ=","V01zSVRVpJTVH2+V1kf5DDWwSZYrinYbnp2njQreMQ=","","","","0","83","2020-10-02","en"
"qRsohCyNCSFB137yTMAwkA3SfPo1iAuaSiNHfdsBsw=","qRsohCyNCSFB137yTMAwkA3SfPo1iAuaSiNHfdsBsw=","qRsohCyNCSFB137yTMAwkA3SfPo1iAuaSiNHfdsBsw=","","","","1","0","2016-01-28","en"
"Dr9AJnJl33o0nmT0zmgJ8GyZnuiEv6H+oMmQec1G2ZE=","Dr9AJnJl33o0nmT0zmgJ8GyZnuiEv6H+oMmQec1G2ZE=","Dr9AJnJl33o0nmT0zmgJ8GyZnuiEv6H+oMmQec1G2ZE=","","مرحباااا","","0","0","2020-10-02","en"
"L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","L+dolgHlCcBt5BpjwcMQbn4yULFlp65BBv2+EXtWZE=","Khartoum","Sudanese | truth fighter | activist | #BlueForSudan 
Some exclusives","","1058","1544","2019-06-17","en"
"JNod5e2dk3B4BpE6o4PAOzcTjct3bMuspDY46xrwCJs=","JNod5e2dk3B4BpE6o4PAOzcTjct3bMuspDY46xrwCJs=","JNod5e2dk3B4BpE6o4PAOzcTjct3bMuspDY46xrwCJs=","","don't know actually","","7","38","2019-03-09","en"
