location,lat,lng
usa,36.38582374385316,-113.55177272712494
usa,67.11916229306476,-146.59639422154038
usa,44.245642305640835,-85.35550389978067
usa,40.42478391006995,-91.01617581952654
usa,39.832847653847764,-75.92907527284193
usa,45.62411451067362,-122.1410710414046
usa,31.447738655411314,-101.47420947153333
usa,26.48655917233512,-80.6736313273774
usa,48.689443742966475,-110.67609293312226
usa,67.23172886238027,-149.1114178087646
usa,65.71626724094621,-161.88247212881538
usa,34.67741601516287,-105.33646555669662
usa,42.29804044790485,-100.25631862651143
usa,48.577693968718776,-98.43858109165035
usa,36.85778044102547,-101.63695664658368
usa,65.375673503444,-152.2667302061064
usa,42.27828858382479,-99.03702734285908
usa,62.254607413262725,-164.94211080987418
usa,43.281379875529424,-71.9361538824804
usa,63.651645599205715,-146.1448943394078
usa,41.59824866165644,-72.89712704193953
usa,30.677441243550078,-101.15041944005506
usa,44.95157854306173,-105.27940406421774
usa,36.831558625244966,-93.6689667511514
usa,33.666073414455084,-110.1140686010891
usa,31.13932832821566,-85.04276641669703
usa,31.351557137131383,-85.32973519713764
usa,41.84338531167651,-86.67659297702671
usa,42.248480146822,-93.9418935708606
usa,42.37657170144602,-113.79079614521254
usa,33.292516195722555,-106.69890534220436
usa,61.92188451430724,-150.88253957927213
usa,30.115961086457798,-91.65638518273262
usa,31.982874430676915,-81.08206636078727
usa,36.88259290591097,-113.54458561666627
usa,44.0405419416975,-83.03552538098158
usa,69.88263624481868,-159.66701262489795
usa,45.8171500037941,-94.68821712461673
usa,46.516265664530806,-120.30052510137978
usa,59.94764222058169,-154.41917200039273
usa,29.692587210531975,-81.57283237735105
usa,43.56962390300757,-103.00305246521437
usa,47.22416536783253,-97.71781007509074
usa,69.90852830733459,-145.04425962033332
usa,34.24933229019854,-101.24918473870122
usa,33.57873026451122,-107.73755928196623
usa,43.26786766970285,-90.7697401784829
usa,59.42719065203774,-135.2771784006561
usa,31.913403696721513,-106.13441029609608
usa,47.64879741800232,-86.75815638886475
usa,48.565090809451064,-101.34933256028941
usa,35.77747598367174,-85.07792170145265
usa,45.18980372960505,-103.37305197169425
usa,38.38272098703891,-80.79201302596235
usa,45.59604401701875,-105.99823949670488
usa,36.02655794417336,-105.45462222040335
usa,40.84595895598756,-111.0129689684076
usa,29.247386191157936,-97.04796105012834
usa,47.98705698072409,-102.89568682636578
usa,63.38233166872803,-147.67144716462295
usa,34.89020333988609,-86.5506600669073
usa,42.68657550626266,-107.15675496323334
usa,70.18061216029244,-147.6740366209702
usa,37.43605733007466,-110.46218407379821
usa,40.52044444903626,-106.15664281673594
usa,44.66251687747409,-120.29976070708125
usa,70.30359481830445,-153.06426119255508
usa,65.18986077055251,-161.21954153858857
usa,42.40753918898679,-75.87331574375678
usa,37.41240007485941,-120.52294230500813
usa,44.62789174603887,-85.49954968961801
usa,44.502249710259086,-88.15936560232618
usa,34.38530396624936,-96.24626285780028
usa,41.97828792596654,-104.26240859780918
usa,66.5677211263091,-151.72434316103298
usa,38.18938915340814,-78.37927241062137
usa,38.06190457692076,-96.38077134952148
usa,64.8075604731369,-145.7081101143326
usa,59.856505080042595,-156.98357968464143
usa,45.554826975237155,-90.26842721323119
usa,37.04593017958551,-77.8556688097282
usa,65.99675341644661,-150.90384539977933
usa,47.04971526462816,-123.47850373874044
usa,41.81154336026334,-115.11549474192945
usa,32.24680391706275,-103.98026540667662
usa,48.72230683917867,-113.54027265440226
usa,48.176646954604955,-93.29361877018553
usa,45.19079904536719,-87.3210598477803
usa,43.55821324715224,-111.94221034658688
usa,44.11775771156559,-83.83688102544521
usa,39.18516543608486,-92.98513958089033
usa,39.08404496548715,-107.2828045980493
usa,36.49950847559234,-111.95285776355863
usa,40.68356686524148,-79.49900734691045
usa,33.91607802924719,-114.09649376043564
usa,37.80524002438366,-82.36785943620264
usa,43.41235270081563,-120.75384823253736
usa,43.35856712043681,-105.12176466904526
usa,43.72922295220087,-73.6408391698805
usa,39.77065216272554,-92.7392421764233
usa,45.28864773634217,-98.306571510805
usa,69.55854354593613,-160.23077659931306
usa,62.72868389788268,-141.11235575075335
usa,37.116508842975406,-92.47662830618972
usa,42.21911776644244,-96.41543955936739
usa,68.09206296672349,-158.9867928739516
usa,43.52002871889043,-94.45096897346092
usa,35.498273153009784,-87.79831315275945
usa,45.32088339505414,-96.96558817843373
usa,37.697123030718046,-90.62616243513163
usa,45.761945079390415,-120.99364342488634
usa,35.122902133602075,-77.2973259220995
usa,61.76437950828148,-144.96415876441682
usa,67.94479750913627,-158.4979078459399
usa,47.92854622109332,-119.95344975895271
usa,30.629550252962023,-81.61172432022876
usa,38.972103554408335,-112.66453807511486
usa,64.10792849988194,-147.67071789334307
usa,33.49515525744062,-89.87189172128994
usa,64.25955719445373,-142.91105101478215
usa,60.10488788565106,-149.2692275193252
usa,36.31693275217124,-102.0252437854784
usa,35.656511765858255,-94.86698085762062
usa,42.76164371366343,-99.741634895349
usa,47.96628928752568,-112.11383963535074
usa,29.639480587924037,-100.68790856816386
usa,37.0006915037902,-86.11120216315693
usa,63.894807409111515,-156.66448302211
usa,26.47990328645252,-80.44961910201248
usa,60.95292794600538,-152.11887706107024
usa,67.90538736585034,-157.74192764717142
usa,60.14841550886644,-143.40921832451164
usa,34.47022127690285,-108.30162698220256
usa,41.78271738202439,-115.01412147794893
usa,30.204052777947098,-92.66906717819249
usa,36.044709908972145,-78.04380848706346
usa,42.982601448788444,-120.05248800739939
usa,39.99167852837986,-121.23202488608501
usa,34.29844454975135,-92.55024165635467
usa,59.903018144305435,-161.9970624378006
usa,64.70895217349585,-149.4023670375883
usa,62.387171101191434,-141.77942658884865
usa,64.2773647404182,-141.84215134567248
usa,36.746401414709666,-80.93932695900874
usa,36.89560886036094,-113.70814989510917
usa,39.158614262423086,-96.51451918704369
usa,65.76650268444277,-151.16593678270482
usa,34.254871410505366,-117.7342282768378
usa,34.51782457052241,-91.71149183944543
usa,57.360699996463374,-153.45809066985754
usa,41.97638479334818,-74.73245551732676
usa,32.575705005606984,-111.15748560178766
usa,68.94084002381734,-141.83844254419108
usa,37.91694650337744,-97.58583785152636
usa,41.22460249897305,-74.24210089003964
usa,36.52660743759451,-105.10689249782804
usa,64.39313856619506,-149.69613442009177
usa,40.934621380302076,-106.71156683744714
usa,42.69762815808146,-102.90722088112847
usa,48.31197680591114,-94.37742699897363
usa,70.1550549262715,-159.83018154639504
usa,44.73841384439803,-69.56116552942609
usa,60.18448439402249,-151.01072001010692
usa,32.036378736566064,-103.29646707095591
usa,40.54715174993726,-115.67894525253769
usa,44.899563866905915,-70.48708523989171
usa,31.220189112531045,-82.448645719234
usa,30.62935509380735,-84.18045454154188
usa,36.03339187225326,-98.63138335458164
usa,48.294216475923285,-112.30775795764364
usa,46.29838488955333,-108.64301728492461
usa,34.80878439067999,-106.73813571267009
usa,42.553040652482444,-83.63041324988652
usa,46.897465222852325,-109.00835804897937
usa,43.89300299744206,-93.86264282082512
usa,34.16821020303995,-102.09803718390003
usa,31.80676368107817,-83.99111887836871
usa,63.21471568514715,-146.3962381709832
usa,41.83701556823919,-71.34997148712036
usa,40.517331737216736,-116.23647441268331
usa,57.90373887289756,-133.4073394370915
usa,57.10175834509134,-153.15718354815027
usa,69.45048844241776,-158.30959183745767
usa,33.23468946544029,-107.65682901689517
usa,33.16876270636271,-94.98838571952602
usa,46.73380521381266,-116.78241722977512
usa,31.171260099575502,-89.26384464331649
usa,39.39638207611702,-119.63916503035355
usa,65.34132926645535,-156.75429402870685
usa,62.703424202198605,-145.55999510925471
usa,39.52728711214026,-75.46528955169703
usa,42.239285703468724,-75.65548888394814
usa,40.45287557673828,-123.16204784539278
usa,42.09863018031473,-78.7722452610805
usa,39.693589378423844,-83.25889670549222
usa,70.96843205490961,-156.61360561986572
usa,36.060321580461554,-81.48833706803096
usa,45.18963799616168,-87.26371584442224
usa,31.906862332175628,-112.20781021648105
usa,46.875229611043366,-116.64318290788486
usa,32.20687318143666,-111.11621680876809
usa,40.61927092083002,-76.09492033624598
usa,32.56008088785364,-100.29839485234494
usa,43.64674687170141,-123.88380148640198
usa,32.912898399453695,-103.01593839133884
usa,69.53782850459551,-153.0665737726865
usa,31.090610416533483,-86.43446935558143
usa,47.22487984026394,-69.0327683845832
usa,63.08655066983605,-143.92671322844
usa,69.30716577387253,-157.42240914308914
usa,38.82029297284296,-96.8910640638914
usa,34.04092172107856,-113.31745491731817
usa,36.187281423457655,-84.69129159133604
usa,62.79962126644868,-155.99608916246177
usa,65.2108429842898,-156.5894887425741
usa,64.35653365644404,-151.99724311846032
usa,19.760512433385482,-155.97480320703457
usa,38.518312086276126,-96.92687472231688
usa,40.38195107657549,-89.72723831029228
usa,31.259435922034108,-103.24076379122663
usa,35.29932202622534,-89.66732774488656
usa,69.3660962085792,-142.60148334703874
usa,47.42624604906656,-109.19317875038462
usa,69.46541036330659,-152.1083735284437
usa,48.8728451586679,-121.36332398730016
usa,37.58506484630546,-108.94609597535066
usa,69.19263625540636,-160.45935158066365
usa,41.55792677888328,-88.06072854771587
usa,48.27205955020146,-102.68991066711871
usa,38.41971988821102,-92.1399409615872
usa,36.175957585748684,-103.24607808325266
usa,44.46115476662385,-73.86970989668563
usa,30.154891818720408,-92.79594272920993
usa,44.50336689270675,-69.49264383754347
usa,42.72827900035782,-75.54272574292413
usa,66.39149871498897,-152.47759756779436
usa,37.25555521217555,-114.5656942397844
usa,65.54057480378736,-164.80089565613085
usa,67.98833743923197,-144.8772670571437
usa,58.64411018733281,-134.4043752050373
usa,37.919457047193845,-86.65844032613339
usa,20.921569367068365,-156.5077616860451
usa,43.4239736408608,-73.57578683973877
usa,35.71395672961046,-121.02558831973545
usa,42.01423843270295,-120.82661718424376
usa,37.43430337427973,-117.26299027367907
usa,31.12394728082642,-97.89228637032532
usa,70.14527983425215,-162.20262851410476
usa,41.876609741557175,-90.05280098174566
usa,39.998806264073764,-75.73353151658695
usa,36.849202152934055,-95.44372382456423
usa,47.98998065561273,-94.42534956766269
usa,60.13103359273408,-155.77055657444382
usa,44.60206871159656,-98.83901294274567
usa,19.3429605197317,-155.50061852844482
usa,39.24735897653435,-122.56089283519489
usa,38.726950325390334,-107.55187290934556
usa,39.852225566899946,-111.3536605455846
usa,64.1619392842092,-159.616952424054
usa,40.09608937201379,-101.23930393169837
usa,44.59499947708888,-70.62947524861427
usa,30.793217182902126,-89.70405347745795
usa,44.548894236028524,-72.7042759104059
usa,35.20897642165025,-83.97626600276318
usa,37.53626621034543,-115.23854163991201
usa,38.97720018161493,-105.88732215976862
usa,34.60948951776726,-105.26002290556826
usa,39.651873265063074,-97.94615148490436
usa,59.22440544746738,-151.6734827433712
usa,46.70538618182297,-122.17825502897594
usa,65.74061456064001,-152.0567568851851
usa,45.77850893035395,-84.72013410422723
usa,39.09382647509054,-82.79534568740917
usa,48.846651864617144,-119.48313930855988
usa,47.870145134986004,-95.21708064681593
usa,36.65484915628538,-103.08440417737452
usa,35.038324958753236,-120.34550240864303
usa,60.78704931413144,-141.11039369135156
usa,44.74993487681133,-73.81701024599641
usa,27.503843041277023,-81.23175513744319
usa,37.574422421099925,-91.44596758078086
usa,35.91131414682593,-103.46610347170545
usa,31.579985339709616,-99.73555352905035
usa,39.24823755389768,-101.81332888555825
usa,33.80530098178145,-110.97280470384237
usa,42.40164333714877,-87.38743182288643
usa,39.516363040867915,-78.34198601124682
usa,35.870911241379275,-99.5332975430439
usa,31.696549823238904,-82.34891414994098
usa,39.909554712049484,-94.33570691459684
usa,68.91661706989284,-154.2263461585656
usa,38.23484983968058,-85.29667194383167
usa,46.51876959232178,-108.91074648958677
usa,38.125145649617025,-121.5254560940594
usa,58.46662008001762,-156.66540391555804
usa,32.15037508191651,-98.16159429646558
usa,30.635731012677972,-95.48397948686642
usa,61.56902992346395,-143.69500359053723
usa,30.73395551225198,-85.81242272604169
usa,37.28834940465787,-94.73932130664495
usa,59.95409479857153,-149.77418412129785
usa,46.44505122315926,-106.5372685524938
usa,34.18569081667563,-90.08895148248779
usa,41.670957139339336,-90.4409616317108
usa,59.705636791846565,-138.66179651424392
usa,42.17260411324886,-102.3578313386878
usa,32.46245975007568,-107.02461903999838
usa,63.03603209674981,-152.95066910658022
usa,62.280517809628876,-146.8874496654925
usa,68.12289281259251,-144.48241863901578
usa,33.35354296326998,-79.84880212962425
usa,38.82607115732768,-87.98558222982435
usa,30.028189578599303,-104.06455639578712
usa,36.42493048244915,-112.15862449137694
usa,43.15412702777681,-94.91592388071089
usa,37.281166082471266,-91.58215491258548
usa,42.13964576999188,-86.0151372467203
usa,45.90614148275293,-100.96464696695358
usa,67.44423800173914,-144.6799715442009
usa,45.77401884450945,-115.86758724371867
usa,58.208487688717355,-134.75187944066647
usa,40.00197134036005,-99.34278207029487
usa,46.988580071153855,-92.33293914071265
usa,32.25854855960469,-89.11349683249372
usa,36.981469240727776,-80.81106540475452
usa,39.643583444955134,-77.92078918553831
usa,29.5518133440614,-98.72641556270757
usa,65.36231341015556,-146.07446621217952
usa,46.23098219597922,-113.33560843204361
usa,33.09566457279351,-83.00589463848235
usa,47.29380471756873,-100.86137612672303
usa,70.51714931297474,-155.02677424831185
usa,45.373135848690566,-113.64746839870546
usa,30.871070055707843,-88.33515135033926
usa,68.05025245240412,-160.0419769094278
usa,70.5685760081472,-155.6690206235794
usa,68.7171387601423,-159.20038030180152
usa,65.5651309095856,-153.4605898988682
usa,69.71567683679729,-151.09661997898257
usa,60.10710938775826,-148.43699922438216
usa,40.4685281448711,-94.02282024332158
usa,44.13617236669562,-84.35894159130929
usa,44.827273486302595,-90.10883287760997
usa,42.041011323096754,-116.56848614624295
usa,38.647733277492165,-99.69113923363518
usa,41.60598270045877,-91.62757781178999
usa,43.86626880852086,-94.31462716231287
usa,68.89422523165486,-143.04167762275952
usa,61.018251850930106,-141.31135993095148
usa,35.48065571552268,-111.5594068641424
usa,40.38838253912401,-88.49009162716874
usa,66.09366991120362,-141.19117087169832
usa,53.20738765670411,-168.53994674882293
usa,30.503478837107124,-86.9585156872386
usa,38.44580753103612,-103.91893953333243
usa,46.18544832573511,-98.05252810883403
usa,59.199460695876446,-135.10621306033835
usa,41.395471789906495,-78.22843738174497
usa,59.39409325831786,-159.20582135575967
usa,34.62821029322469,-103.97526819902951
usa,42.188848719982914,-106.40695917907622
usa,43.31955604754547,-117.10001507193681
usa,40.31179280762837,-84.55415670829825
usa,44.38577054667634,-93.7867092779301
usa,45.729951923633095,-101.84342299551496
usa,65.47825156369257,-159.94139993058235
usa,68.7561919524026,-159.93440351252605
usa,64.67242619165864,-159.60500890322038
usa,39.4298316069392,-86.10756743468231
usa,44.34982188622354,-99.50279827179197
usa,48.665328874667516,-100.62185406438668
usa,42.33611128381729,-71.7411612480237
usa,61.99937615780188,-157.53258104254192
usa,47.05125748600346,-120.25527051505233
usa,38.81493015105099,-114.03430878180164
usa,61.56709812805714,-156.94655805117355
usa,37.6153520034362,-114.33317621167711
usa,33.22390290989628,-105.91488995099729
usa,42.161441179759386,-88.68354509311726
usa,40.6486283070666,-77.8792910606719
usa,64.24003232772355,-142.95755968789658
usa,38.91108176397347,-82.6087727738323
usa,39.42323810327345,-103.09717493415222
usa,62.448280296042626,-158.2886127429688
usa,41.52650945982643,-101.66455869986149
usa,69.23335663194965,-154.36221042743185
usa,42.66933328375634,-120.66758172647755
usa,46.44057455119943,-111.04143984384481
usa,46.729216002119955,-116.30326838065277
usa,37.15467584461545,-118.80036592591205
usa,47.1097993095257,-96.02848857629144
usa,56.89060107716668,-133.54052449762895
usa,38.65751906524054,-87.89765468036532
usa,28.410948405886522,-80.96246967974132
usa,37.000953710395166,-107.59419632399802
usa,41.68281486781588,-76.96759235413006
usa,60.159607248783665,-153.1040746856457
usa,65.31960319217485,-144.81360054611378
usa,59.3590685686774,-154.76619640693357
usa,35.54840426695745,-107.15587195227543
usa,39.365049872740435,-84.1223182201912
usa,43.595401604147405,-109.39514319513049
usa,43.36171985521965,-98.60752775081092
usa,41.38286854894899,-119.00138563711701
usa,36.15395839624955,-111.78731285557636
usa,26.142139229820735,-81.73476186417156
usa,46.435050018359505,-93.84137453813452
usa,41.41982195492089,-114.68202032590709
usa,43.93909138454348,-109.93558507168422
usa,19.917741430964966,-155.2289652141099
usa,62.00904842503304,-155.0518244860827
usa,19.60981015397908,-155.25425314203446
usa,67.22277071390164,-148.47895907682977
usa,47.930483349043925,-102.47398045626004
usa,65.15438772684035,-149.31909933132707
usa,43.08816561987591,-83.03023427785728
usa,37.79742319094102,-106.69418729297945
usa,41.19551669036235,-117.53927689092629
usa,44.620371063400825,-94.44815469354515
usa,42.3101740672528,-72.47082587854115
usa,45.14804338504197,-109.42660865866358
usa,62.916663002365866,-161.4995072897711
usa,65.44812743268074,-165.06581773030248
usa,33.163831153606296,-86.47791120852862
usa,35.13532749082453,-84.97727267802824
usa,44.68895881955333,-107.9473814503132
usa,60.67688693395653,-152.11029560600187
usa,48.402625891064716,-101.08057307694959
usa,43.22080578003137,-107.01042669046645
usa,30.81301996608619,-101.350292392735
usa,47.84942708260071,-106.00884097468965
usa,66.81776086408703,-149.0037110809199
usa,38.76502485417247,-101.10045027693879
usa,37.40695579053194,-78.23286267693376
usa,68.0701365294438,-151.45373742354982
usa,40.86851743861812,-106.78696856356315
usa,31.845036302703946,-93.8829646634282
usa,47.34492104118755,-115.9182981877686
usa,48.69774851923271,-96.80966287596974
usa,67.92413979384672,-156.91791555916993
usa,39.089155582515716,-108.24303641131272
usa,63.40392308712892,-142.15254044421195
usa,43.5256676064457,-103.84811975078827
usa,35.87438002995474,-92.19408808811453
usa,40.36625898605884,-86.58467871620188
usa,34.573756224335604,-88.41108873497602
usa,60.81675706446242,-150.21579392437633
usa,44.83314284189266,-68.26283319609082
usa,43.086191440287024,-95.13508974861722
usa,47.40925709357942,-100.01920380928246
usa,61.89538337307369,-157.92997566169223
usa,32.59233481262244,-102.2710274360648
usa,34.13905347656789,-101.76133165569823
usa,39.2051399744399,-105.6936803421107
usa,41.7031236114968,-72.47319654293442
usa,36.45067203642303,-115.32979574929541
usa,47.094405117486104,-93.58400985164434
usa,62.300241074748286,-158.16722810637273
usa,32.013344538337584,-94.13533768816464
usa,38.7234593605949,-109.08289684490217
usa,67.53129109707817,-157.08014312747693
usa,43.10397342302913,-94.6324399392197
usa,35.73740890763621,-97.41482459621292
usa,40.77790559250496,-85.86806820316971
usa,57.80131257426556,-134.21516641494563
usa,67.14914155946788,-154.6300163203658
usa,57.374945623014604,-135.32130341253801
usa,41.570353651704814,-92.03626051906559
usa,34.91121838581471,-77.46740735168784
usa,64.31773434131591,-153.91194496803095
usa,66.80210853185335,-151.6705991611047
usa,65.24114859713859,-159.36210654742646
usa,42.20615943315533,-92.84410229854372
usa,36.53269112496932,-104.55290944581425
usa,65.63506361739398,-162.16396032449285
usa,34.339252770417225,-102.76773978265007
usa,38.20935543574598,-104.3398308702254
usa,32.14643075718411,-113.59388214885261
usa,39.175864750002034,-81.97092109972252
usa,46.799593621840486,-107.46442389880825
usa,44.211811958718634,-112.36223026319372
usa,67.63099553643443,-163.20022141614936
usa,45.28297999511156,-102.7021833862866
usa,32.387378905901656,-108.78215284973797
usa,47.526011464235246,-86.97799740566636
usa,37.96518031913335,-92.16467082603667
usa,41.74518143008857,-121.41563586475115
usa,43.415015059808,-72.47436032723098
usa,61.17501010515479,-160.6090229402381
usa,56.342806581245235,-130.9934262525665
usa,47.73642763599662,-100.4294581706128
usa,31.596313287708213,-102.42122772648605
usa,39.363569416510956,-111.9149724339055
usa,40.060027616478266,-114.83262887523564
usa,46.170702621857046,-91.7425239215412
usa,47.889787591698315,-101.63808062892507
usa,40.80181903860234,-110.12279477156635
usa,46.613131213543426,-69.66044401864534
usa,29.063161444406546,-82.30692324433932
usa,40.40374257419647,-80.68160936988383
usa,31.259546774669754,-102.2992901536221
usa,29.688140846920483,-97.57737457983937
usa,62.30533833068793,-142.0154005009656
usa,34.461795473535744,-96.87018060735225
usa,68.31610118034158,-165.68340226606827
usa,35.17151944048037,-79.96780130228048
usa,41.97037232007641,-101.73657313523475
usa,41.368052854431895,-77.80628201629473
usa,58.9531038605886,-157.96855287951516
usa,46.93623937109727,-100.7141188679303
usa,48.22451008022078,-108.05013543031336
usa,45.67790356747336,-123.19051638049258
usa,60.030201572686124,-163.846762843644
usa,35.1170431217444,-87.94419097841059
usa,36.75719141057369,-96.62415892386558
usa,63.25833139979778,-154.30505784748277
usa,32.2381181912736,-82.75792796317312
usa,41.640514655513506,-109.76791523599492
usa,69.10315572303357,-149.89554316147013
usa,44.92614619451828,-71.10965730812785
usa,46.400648474414794,-69.45802527854171
usa,41.93766196194227,-104.43409919056413
usa,42.05526429543791,-87.4662509739833
usa,68.79711787151481,-155.72903521646953
usa,42.90406817861377,-84.34290097728598
usa,59.52837575129931,-154.65479375586335
usa,38.87643205389685,-88.85651330772605
usa,44.01763881702345,-85.95955095929251
usa,38.27079832592686,-81.10352245512374
usa,33.806886336421,-106.35111026861077
usa,31.771635133193552,-110.40842369568182
usa,58.851676181895265,-135.06087102909535
usa,39.55645020887802,-85.27018111484358
usa,40.92146206416713,-106.67581014675534
usa,38.68276155851372,-80.74334244445191
usa,61.443305932319824,-143.83990440504817
usa,64.67466102799003,-154.71472346875157
usa,63.168536746664785,-159.3343021397961
usa,41.05995569597398,-83.24643920602394
usa,32.202379570572795,-85.51091453297632
usa,46.55953704582831,-104.05600121889583
usa,44.637393095014914,-69.91660494366013
usa,42.5476420459937,-78.80054311907132
usa,37.86387300408907,-90.67676625528958
usa,39.595557472345334,-113.418496008863
usa,55.94939446107209,-132.35098053780783
usa,32.53677509684695,-100.75801402820474
usa,37.34985737095724,-92.47499259481725
usa,36.75079223383062,-114.46056559461856
usa,46.15412871683806,-91.94866355743946
usa,25.616762671961496,-81.08187553222955
usa,65.92484826030369,-158.61142645495005
usa,67.93794448676772,-148.27285223107123
usa,37.13031506442421,-97.85269786378615
usa,39.14527867986726,-83.43253704628651
usa,64.54787577923578,-155.9438028240414
usa,40.309044313697726,-111.83843251304579
usa,36.00192737633067,-87.08956829135049
usa,39.29522569731533,-118.03915245394663
usa,32.01576620995927,-98.61241502220052
usa,62.23694881960809,-148.18001662179833
usa,62.85299692941289,-159.47023712530282
usa,41.97908751866572,-120.25242244916168
usa,37.86699716924725,-98.91208866238723
usa,47.07093115517354,-122.92320403408317
usa,47.730763352325305,-96.81473416391532
usa,41.12360135187306,-92.8110137223814
usa,44.27451402903907,-107.66868907679272
usa,69.397970524632,-155.54197048612915
usa,43.15030151519134,-101.12394731532038
usa,30.464407038776635,-104.85175115613181
usa,30.486700381846575,-90.08368035686765
usa,38.751652791997856,-92.21108624903373
usa,66.36105941437452,-154.60533945388792
usa,65.85673879326421,-158.06727653144713
usa,68.89776666504099,-152.4088402018296
usa,46.85057996951315,-93.78273059578471
usa,66.99717041564205,-149.32118072750126
usa,39.948101894722264,-123.80995270566774
usa,45.073497803061514,-92.85567963392161
usa,32.790675818631,-97.74955093668139
usa,33.27832987433957,-85.95939440184154
usa,41.7779064418195,-107.11157692303738
usa,27.689653548563356,-81.17653579671438
usa,44.65032696926542,-90.5800585836253
usa,64.91174751314621,-155.3695450000081
usa,42.572964693099834,-109.20429398250877
usa,62.341469788170016,-157.97294872893684
usa,35.45508875270461,-118.09460404213695
usa,67.29313963802173,-151.13394195592699
usa,44.022878730425816,-118.35219330094655
usa,33.63619209692918,-99.56786062056582
usa,32.34407412116725,-103.5531350102285
usa,60.087855850467996,-151.32143379544806
usa,38.991864844857645,-85.4429437714426
usa,43.48447168888799,-101.92947184581735
usa,42.84529004368959,-76.52855924664814
usa,56.427914798425796,-159.51937552240713
usa,32.13033937655099,-110.50046360646323
usa,41.54114849844839,-97.42154260871145
usa,45.91095742714711,-106.58401415240421
usa,36.49019682222171,-86.10969426801893
usa,44.35510267902315,-94.56307617965759
usa,44.45165263440219,-73.7284067553316
usa,30.499651301017703,-83.16021586947697
usa,61.73699271310648,-163.1148109918462
usa,66.17988210216083,-149.40998377313701
usa,32.97536168712786,-89.44009980433613
usa,45.86171965257088,-115.41948325757173
usa,56.9346072743013,-157.29808695845625
usa,62.78167532695662,-142.4588551966949
usa,29.76073277871623,-82.12429457001276
usa,33.88041976044611,-115.01786264707555
usa,36.87300470000254,-86.86639163967781
usa,48.104884647340995,-101.49867986893761
usa,44.54434921454124,-121.70918071195146
usa,44.52695003092427,-97.64417612376127
usa,69.37558745983887,-144.15672843997882
usa,45.4667475831849,-121.87016286942568
usa,62.74266047537086,-147.29108909776824
usa,64.4684012778773,-142.78497703663538
usa,45.76368947054543,-102.88687364416512
usa,44.76638815654412,-112.1443919719034
usa,62.62647783131073,-144.6985415119717
usa,43.06515116088694,-96.09285964833293
usa,41.624141459539736,-75.61461200739407
usa,41.12789573987648,-73.76520646938455
usa,45.89561027050492,-103.8823417287659
usa,40.688631645815335,-79.75800201813843
